,pop,ZCTA5CE10
"ZCTA5 61735: Summary level: unknown, state:17> zip code tabulation area:61735",361,61735
"ZCTA5 61736: Summary level: unknown, state:17> zip code tabulation area:61736",1874,61736
"ZCTA5 61011: Summary level: unknown, state:17> zip code tabulation area:61011",2497,61011
"ZCTA5 61012: Summary level: unknown, state:17> zip code tabulation area:61012",2496,61012
"ZCTA5 61019: Summary level: unknown, state:17> zip code tabulation area:61019",3309,61019
"ZCTA5 61021: Summary level: unknown, state:17> zip code tabulation area:61021",22848,61021
"ZCTA5 61038: Summary level: unknown, state:17> zip code tabulation area:61038",1280,61038
"ZCTA5 61042: Summary level: unknown, state:17> zip code tabulation area:61042",625,61042
"ZCTA5 61070: Summary level: unknown, state:17> zip code tabulation area:61070",1374,61070
"ZCTA5 61073: Summary level: unknown, state:17> zip code tabulation area:61073",19501,61073
"ZCTA5 61075: Summary level: unknown, state:17> zip code tabulation area:61075",976,61075
"ZCTA5 61250: Summary level: unknown, state:17> zip code tabulation area:61250",2489,61250
"ZCTA5 61260: Summary level: unknown, state:17> zip code tabulation area:61260",964,61260
"ZCTA5 61264: Summary level: unknown, state:17> zip code tabulation area:61264",10485,61264
"ZCTA5 61273: Summary level: unknown, state:17> zip code tabulation area:61273",3176,61273
"ZCTA5 61276: Summary level: unknown, state:17> zip code tabulation area:61276",63,61276
"ZCTA5 61277: Summary level: unknown, state:17> zip code tabulation area:61277",3225,61277
"ZCTA5 61282: Summary level: unknown, state:17> zip code tabulation area:61282",7732,61282
"ZCTA5 61312: Summary level: unknown, state:17> zip code tabulation area:61312",485,61312
"ZCTA5 61319: Summary level: unknown, state:17> zip code tabulation area:61319",1440,61319
"ZCTA5 61335: Summary level: unknown, state:17> zip code tabulation area:61335",403,61335
"ZCTA5 61341: Summary level: unknown, state:17> zip code tabulation area:61341",8053,61341
"ZCTA5 61346: Summary level: unknown, state:17> zip code tabulation area:61346",63,61346
"ZCTA5 61360: Summary level: unknown, state:17> zip code tabulation area:61360",3050,61360
"ZCTA5 61367: Summary level: unknown, state:17> zip code tabulation area:61367",759,61367
"ZCTA5 61370: Summary level: unknown, state:17> zip code tabulation area:61370",1504,61370
"ZCTA5 61412: Summary level: unknown, state:17> zip code tabulation area:61412",1400,61412
"ZCTA5 61422: Summary level: unknown, state:17> zip code tabulation area:61422",3175,61422
"ZCTA5 61423: Summary level: unknown, state:17> zip code tabulation area:61423",639,61423
"ZCTA5 61425: Summary level: unknown, state:17> zip code tabulation area:61425",435,61425
"ZCTA5 61439: Summary level: unknown, state:17> zip code tabulation area:61439",215,61439
"ZCTA5 61448: Summary level: unknown, state:17> zip code tabulation area:61448",3814,61448
"ZCTA5 61462: Summary level: unknown, state:17> zip code tabulation area:61462",11435,61462
"ZCTA5 61469: Summary level: unknown, state:17> zip code tabulation area:61469",2213,61469
"ZCTA5 61470: Summary level: unknown, state:17> zip code tabulation area:61470",499,61470
"ZCTA5 61472: Summary level: unknown, state:17> zip code tabulation area:61472",608,61472
"ZCTA5 61474: Summary level: unknown, state:17> zip code tabulation area:61474",257,61474
"ZCTA5 61475: Summary level: unknown, state:17> zip code tabulation area:61475",249,61475
"ZCTA5 61489: Summary level: unknown, state:17> zip code tabulation area:61489",767,61489
"ZCTA5 61519: Summary level: unknown, state:17> zip code tabulation area:61519",246,61519
"ZCTA5 61526: Summary level: unknown, state:17> zip code tabulation area:61526",743,61526
"ZCTA5 61533: Summary level: unknown, state:17> zip code tabulation area:61533",2360,61533
